# Summary stats for batch processing of regression models
timestamp:2018-11-01 14:27:32
AMP
#_____________________________________________

"ID","fileNames","slope","pVal","r2"
1,"ranFile001.csv",0.00793569000869437,0.963321590919684,8.62922341759166e-05
2,"ranFile002.csv",0.257466722671631,0.353136703502271,0.0721444040178967
3,"ranFile003.csv",0.0138163905086855,0.906035360839717,0.00022652976531366
4,"ranFile004.csv",0.0127670800227344,0.954989805805836,8.97246534571877e-05
5,"ranFile005.csv",-0.175147894852743,0.201881058161612,0.0384817369083816
6,"ranFile006.csv",-0.0607106917095219,0.647646235807729,0.00362596858364063
7,"ranFile007.csv",-0.00735929046260157,0.948777688370685,5.61469168819564e-05
8,"ranFile008.csv",0.0306676577983962,0.795896655311279,0.000874181836981074
9,"ranFile009.csv",0.445395671369273,0.0201892618126229,0.328943594046107
10,"ranFile010.csv",-0.00624116664349693,0.959555496114209,4.39571813958504e-05
11,"ranFile011.csv",-0.00832935239607312,0.969267132547393,8.47827413098567e-05
12,"ranFile012.csv",-0.0256192005795765,0.82908717259352,0.000660770595980265
13,"ranFile013.csv",0.0744863439927021,0.514488292978701,0.00539834548963057
14,"ranFile014.csv",-0.220253438724283,0.109559726902881,0.0414376196654254
15,"ranFile015.csv",0.244750716555732,0.093353213227279,0.0640938104696935
16,"ranFile016.csv",0.0403882138768927,0.81188809692703,0.0013637804241466
17,"ranFile017.csv",0.0291818696331769,0.764111094682538,0.00106511695298233
18,"ranFile018.csv",-0.193784077649619,0.351143668430359,0.0348511345907482
19,"ranFile019.csv",0.0361545469953986,0.70799710136397,0.00190678323784692
20,"ranFile020.csv",-0.0197316637477966,0.893330060187131,0.000370645190047395
21,"ranFile021.csv",-0.00581746829479912,0.956823985780039,3.38842971578392e-05
22,"ranFile022.csv",0.0974609657288554,0.48275794696293,0.0117993543685098
23,"ranFile023.csv",-0.0894264189282013,0.635975588631787,0.0087457641950877
24,"ranFile024.csv",0.697737171075369,0.0401738434853486,0.329627298235966
25,"ranFile025.csv",0.109107602047453,0.434999397193389,0.00940381846604823
26,"ranFile026.csv",-0.419137742395745,0.138766985488156,0.188049204159366
27,"ranFile027.csv",0.157015812221042,0.32085856619425,0.024636721481527
