# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:05

"varX","varY"
0.269937080563977,0.00390517921186984
0.996812936384231,0.479380508186296
0.358804111368954,0.872133125551045
0.371762077789754,0.262327267089859
0.330226398538798,0.663404555525631
0.104395513422787,0.879644723143429
0.579901428893209,0.911505255615339
0.333089465973899,0.390318466583267
0.00377757917158306,NA
NA,0.514618581393734
0.369234861107543,0.741198946256191
0.220232561230659,0.960206613643095
0.743159502279013,NA
0.30595731199719,0.311099508078769
0.402208849322051,0.743301627924666
0.39357144292444,NA
0.440756453899667,0.473891810746863
NA,0.474416566314176
0.20956904347986,0.740705574164167
0.748122688150033,0.107192566851154
0.585355152608827,0.642180776689202
0.324447195511311,0.422184003517032
NA,NA
0.026937193935737,0.616788247600198
0.483334876131266,0.249368325574324
0.970080438768491,0.681223340798169
0.000395070295780897,0.347738632000983
0.10570254852064,0.891463714418933
0.439943204401061,0.657239426160231
0.312298740958795,0.938665465684608
0.971332842018455,0.134177510626614
0.585268869064748,0.972460073418915
0.733928628498688,0.350748518947512
0.663527151104063,0.237000233726576
0.722984519321471,0.615628783591092
0.111014943569899,0.747133701341227
0.218579217093065,0.963518382515758
0.622566301841289,0.932684667641297
0.95928042801097,0.792186742182821
0.812315728049725,0.311734623741359
0.0221628348808736,0.0934134405106306
NA,0.207293855492026
0.830787531333044,0.0317663354799151
0.80780644249171,0.579705492360517
NA,0.154204836115241
0.187667673453689,0.125270502641797
0.0949448342435062,0.147985811345279
0.4488151143305,0.913342627696693
0.600480488035828,0.257430406520143
0.863572281086817,0.542465295409784
0.851455894997343,0.649022462777793
0.697781169321388,0.149194370023906
0.643972165416926,0.848940449999645
0.654697128804401,0.293505081674084
0.880354868015274,0.552142000757158
0.856937165604904,0.873134855413809
0.846829579444602,0.646984442137182
0.32652105204761,0.397183392196894
0.547001304104924,0.0295334502588958
0.734375969041139,0.35685917083174
0.805295538622886,NA
0.206440008012578,0.299448327627033
0.88016166491434,0.804871990112588
0.396076361415908,0.77427911106497
0.983006979571655,0.211135177640244
0.561421920312569,0.377163416706026
0.908614467130974,0.311373628443107
0.715133767575026,0.897573768626899
0.23563641239889,0.416461456334218
