# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:12

"varX","varY"
NA,0.499442640924826
NA,0.74859649525024
0.567765405634418,0.408859641756862
0.124406934482977,0.381102793850005
0.245054769329727,0.245222507975996
0.0604315646924078,0.675406742142513
NA,0.79864443698898
0.829189486335963,0.956177833490074
0.260769258951768,NA
0.187174239195883,0.397264058934525
0.0585379407275468,0.868049076525494
0.854219681583345,NA
NA,0.695942154387012
0.267004074761644,0.861946603748947
0.743262776872143,0.657272967277095
0.963094825390726,NA
0.163185611832887,0.392528781434521
0.739996089600027,0.82069909805432
0.00577357993461192,NA
