# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:16

"varX","varY"
NA,0.668141716625541
0.160878649214283,0.151566765038297
NA,0.137506627943367
0.284225823124871,0.165583147900179
NA,NA
0.28408613242209,0.846180016407743
NA,0.959871476516128
0.768571192398667,NA
0.465460817096755,NA
NA,0.498422905337065
0.245682379929349,0.394085221923888
0.720146665349603,0.595888376003131
0.0356436392758042,0.84997710515745
0.0899366340599954,NA
0.190506923710927,0.424586529843509
0.717250878689811,0.999301532749087
0.826255535241216,0.895558102289215
0.585423473035917,0.354659659788013
0.958128924481571,0.79489267943427
0.128400874091312,NA
0.611924058757722,0.123202623566613
