# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:05

"varX","varY"
0.257672501029447,0.777584439376369
NA,0.827303449623287
0.0563831503968686,0.603324356488883
0.468549283919856,0.491231821943074
0.483770735096186,NA
0.812402617651969,0.884227027418092
0.370320537127554,0.207713897805661
0.546558595029637,0.307085896842182
0.170262051047757,NA
NA,0.19867907022126
0.882165518123657,0.235694302013144
NA,0.274886660277843
0.398487901547924,0.591321053681895
0.76255108229816,0.253390653757378
0.669021712383255,NA
0.204612161964178,0.229905887041241
0.357524853432551,0.597575292224064
0.359475114848465,NA
0.690290528349578,NA
0.535811153938994,0.647101194132119
0.710803845431656,0.960573092103004
0.538348698290065,0.676398171577603
0.74897222686559,0.445148021681234
NA,0.35777378291823
0.171420212602243,0.455731456167996
0.770301609765738,0.44541397690773
NA,0.245092589175329
0.549096710281447,0.694350712001324
NA,0.412237035110593
0.488305994076654,0.327725868672132
0.928505074931309,0.57256476697512
NA,0.966999084455892
0.954157707514241,0.661779022077098
0.695274139055982,0.624697716906667
0.889453538926318,NA
0.180407245177776,0.77477888809517
0.629390850430354,0.834027098724619
0.989564136601985,0.0915102786384523
0.130288870073855,0.459525486687198
0.330660525709391,NA
0.865120546659455,0.919721910730004
