# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:18

"varX","varY"
0.632345286430791,0.349487828789279
0.557258015265688,0.219249465037137
0.711115152807906,0.983569753123447
0.449917407939211,NA
0.300452943658456,0.868135503493249
NA,NA
0.0708958904724568,NA
NA,0.28173862118274
NA,0.727938078111038
NA,0.659417334012687
0.629001271910965,0.765495571773499
0.748633641982451,0.565239143790677
0.873502633068711,0.196900384034961
0.493577106622979,0.92940449854359
0.115528051974252,0.232406094204634
0.361520271049812,NA
0.000436486443504691,0.446576574351639
0.366836911533028,0.794929920230061
