# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:05

"varX","varY"
0.654358659870923,NA
0.0220086015760899,NA
0.997943049296737,0.000448829494416714
NA,0.645466874819249
0.0825577056966722,0.826924641849473
0.79769322136417,0.754912429023534
0.344065407523885,0.514817852526903
0.728606009157375,0.619599252007902
0.341049584327266,0.397989296121523
0.860830312361941,0.430537202395499
0.407223440008238,0.634725053561851
0.568560471525416,0.479793267557397
0.901550340233371,0.559363334905356
0.935264587402344,0.50974329886958
0.84720006538555,0.82651012763381
0.414022952085361,0.560097658308223
0.347434427589178,0.013280758401379
0.456898391479626,0.475593751994893
0.903774577425793,0.0364418153185397
0.360277721425518,0.244834200013429
0.579149223165587,NA
0.628182840067893,0.269625165034086
0.713486996246502,0.0472132596187294
0.0220602452754974,0.961704565212131
NA,0.0411765689495951
0.440502800047398,0.568571580806747
0.557742103701457,0.489375479519367
0.17561885388568,0.815682523651049
0.563586900709197,0.526233231648803
0.609652349026874,0.836837919894606
0.639012899715453,0.0718262949958444
0.79298900696449,0.745558192720637
NA,0.337460196344182
0.333503162721172,0.620404129847884
0.987471286207438,0.717978593893349
0.716450798325241,0.94962487812154
0.411036849254742,0.271951216738671
0.570243355818093,0.971808530157432
0.104949607513845,0.472407430876046
0.867268521338701,0.797626314684749
0.477878141449764,0.908888867590576
0.278566628461704,0.990690205013379
0.463020738679916,0.221320224925876
0.0410848527681082,0.192446757340804
NA,0.709934936370701
0.743338249158114,0.845701195765287
0.0726328203454614,0.0437571695074439
0.425965017639101,0.728324815863743
0.51577409892343,0.299191213212907
0.738704572198913,0.257684190059081
0.268020357238129,0.980479960795492
0.487299287226051,0.865344444522634
0.962395373499021,0.664117997512221
0.841885150177404,0.868872760329396
0.268108221236616,0.843406124273315
0.260739696910605,0.966682172147557
0.913385180290788,0.913265561219305
0.599107252899557,0.283607087098062
0.0636683632619679,0.457809080369771
0.71736633265391,0.868902712129056
0.742143978830427,0.516551631037146
0.262706972425804,0.265877143479884
0.530022650025785,0.868621321860701
0.804355883039534,0.69016597350128
0.727818885585293,0.594510346651077
0.865394731285051,0.923572383122519
NA,0.149382847361267
0.00808124500326812,0.806451119482517
0.939389791572466,0.31144602317363
0.241662431973964,0.920874469680712
0.899706941097975,NA
0.511348114116117,0.178356546210125
0.696935137268156,NA
0.957055350299925,0.754639229737222
0.0541673789266497,0.257692663930357
0.129597705090418,0.998937765602022
0.768204498570412,0.522450140910223
0.86131494329311,0.998112822184339
0.727872618706897,0.402608430478722
0.90420415927656,0.584302423056215
0.741511442232877,0.891811889130622
0.161511539015919,0.853427120717242
0.482449602568522,0.429233127040789
0.410049396799877,0.278772598598152
0.465907263802364,0.891857965383679
0.443499197019264,0.987307742703706
0.0265242035966367,0.139589204452932
0.653952265391126,0.540398288751021
0.390583644155413,0.310585927451029
