# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:18

"varX","varY"
0.0469491786789149,0.171877370448783
0.0737796791363508,NA
0.756441147299483,0.0393046743702143
NA,0.626200936734676
0.582542650867254,0.106350539252162
0.566876564640552,0.239848422119394
NA,0.564617785392329
NA,NA
0.827107202494517,0.0707565813791007
0.857554774032906,0.296231015352532
0.512511340668425,0.121986115118489
0.562194294761866,0.357584408484399
0.281656125793234,0.523186026839539
0.483040584716946,0.164040597388521
0.0412189294584095,NA
0.108736172318459,0.625328087247908
NA,0.533936571795493
0.929364005569369,0.865998517954722
0.209974651457742,NA
0.885024040704593,0.166901726974174
