# Simulated random data file for patch processing
# timestamp: 2018-11-01 14:29:05

"varX","varY"
0.11186635773629,0.670357310911641
0.623944004997611,0.369554270990193
0.671081800479442,NA
NA,NA
0.183181387605146,0.278885731939226
0.0267197021748871,0.295218331972137
0.490452522644773,0.725533662363887
0.595927962567657,0.523708141874522
0.95614354731515,0.898709599627182
0.358389121713117,0.554534342838451
0.179455734789371,0.180944594554603
0.992507245857269,0.987677411874756
0.0307017399463803,0.084494587033987
0.723105238052085,0.280153436586261
0.0444233012385666,0.386777909006923
NA,0.667581452988088
0.0579038611613214,0.532471243990585
0.65785947185941,0.230961327906698
NA,NA
NA,NA
0.718140758341178,0.71434985822998
